user_id,movie_id,rating,review_text,date_rated,minutes_watched
317,193,3.0,Dinner to discussion mother capital.,2024-12-02,129.0
495,204,1.0,Would student anything military law offer.,2024-07-20,119.0
238,408,5.0,Card large history number allow citizen their TV.,2024-11-23,175.0
300,367,1.0,Worker stock her find stuff push.,2024-12-27,85.0
477,430,1.0,Home cause and response dinner arm especially record.,2025-09-21,86.0
463,364,3.0,Form some anyone form son quite.,2024-04-27,140.0
162,212,3.0,Prevent item discuss already community same television.,2023-12-07,170.0
446,336,1.0,Tree career begin be light.,2025-05-13,149.0
126,253,5.0,Network lot term language property.,2023-12-23,94.0
23,375,5.0,Officer beautiful concern activity use speech before note early these.,2024-12-23,64.0
247,367,1.0,Across decision money only order back culture.,2025-09-12,63.0
455,319,4.0,Such worry perform change run.,2023-11-12,142.0
21,130,2.0,Follow clear possible baby sound ever audience mouth.,2025-04-01,50.0
102,156,1.0,Street nice this item field conference.,2024-10-26,132.0
22,219,1.0,Community them them house say.,2024-09-30,169.0
69,319,3.0,Trial own between life trip edge skill hit.,2024-08-08,147.0
433,124,5.0,Head from act marriage south.,2025-05-17,45.0
238,437,4.0,Among believe big agreement appear that live.,2024-07-19,120.0
225,390,5.0,Show end clear say national.,2025-08-10,174.0
80,116,2.0,Industry down expert treat year two your new with.,2024-03-08,151.0
375,78,2.0,There down phone tough.,2025-10-28,55.0
104,133,5.0,My physical their attorney themselves free.,2025-03-25,120.0
97,90,2.0,Set station certainly campaign mention nation real.,2025-08-03,64.0
19,244,5.0,Floor woman increase area Republican free company stuff fish training.,2025-03-12,75.0
206,278,1.0,Admit project letter us week city threat.,2024-08-02,137.0
75,335,5.0,Car moment statement least try size table response free this.,2025-03-27,70.0
457,425,2.0,Their must lot approach decade school since water.,2024-02-03,160.0
296,28,1.0,Crime you network bit conference.,2024-10-27,35.0
91,476,1.0,Suffer design subject east because tough present.,2025-06-17,141.0
27,39,4.0,Apply two safe trial western.,2025-06-18,44.0
302,409,5.0,Same person technology bit finally probably child low author.,2025-01-18,111.0
200,271,2.0,Those figure program better continue item large public there good.,2025-06-12,147.0
176,132,3.0,Serious southern candidate leg off culture just.,2024-03-10,61.0
44,226,1.0,Account power this western tax ever skill much consumer teacher sister.,2024-07-21,179.0
242,39,2.0,Culture news positive mouth magazine sort mean table central.,2024-05-27,151.0
49,49,1.0,Center run world past reveal scene drug.,2024-06-24,95.0
122,69,2.0,Point former again discover cut next executive.,2025-02-05,87.0
436,471,,Compare but hand write prepare door act hot.,2024-06-24,62.0
18,258,4.0,Authority doctor sense friend require issue them yet idea.,2025-02-04,38.0
298,90,3.0,Word run do evening sure standard defense player.,2024-04-05,77.0
191,257,3.0,Attention toward deep there here civil hear race attack technology.,2024-04-13,111.0
369,275,1.0,Opportunity quite child never often month family south herself much.,2024-02-09,148.0
255,461,1.0,Training begin interesting where situation soldier all modern.,2024-02-19,99.0
444,198,4.0,Weight our federal thought become series record pattern.,2025-05-12,179.0
265,310,3.0,Like model reality simple book dog model area wear bit why.,2024-03-04,167.0
144,318,2.0,Should interesting whom huge language east want.,2023-12-16,52.0
133,340,2.0,Situation quickly outside true role reality dark determine us.,2024-11-16,90.0
134,415,1.0,Defense change member discuss he image five garden.,2025-03-21,119.0
99,266,3.0,Seven cell husband score almost because institution.,2024-04-03,122.0
134,11,3.0,Dinner certainly ten game market.,2025-09-23,172.0
443,457,2.0,Notice relate debate per speech whole third tough.,2025-03-22,115.0
331,429,4.0,Design seem south onto.,2025-01-18,33.0
64,176,5.0,Live key go speech challenge run gun upon.,2024-08-13,122.0
279,149,5.0,Again police tell practice able professional source stuff.,2024-08-31,33.0
138,299,5.0,Example history citizen what collection successful.,2024-06-17,174.0
409,390,1.0,Better discuss could professor almost.,2024-08-26,116.0
14,36,1.0,Figure expect indeed if product own black decision white.,2025-02-16,110.0
86,235,5.0,Use their use sort person.,2025-11-06,60.0
282,62,4.0,Safe pressure agree door list up choice.,2025-02-26,143.0
180,452,3.0,Media government understand same.,2024-02-26,135.0
95,81,3.0,Eight look read thing say around.,2025-06-02,43.0
426,130,5.0,Operation eight professional where federal consider wide remain.,2025-07-14,34.0
275,76,5.0,Spend occur need place threat government condition man.,2024-01-08,47.0
231,489,2.0,Must approach movement consider about.,2025-11-08,148.0
462,245,2.0,Baby discuss such some half television fight.,2024-06-02,78.0
410,252,1.0,Blue according low back property.,2024-10-28,153.0
293,335,1.0,In surface necessary product much yet important PM.,2025-07-20,39.0
144,214,4.0,Cost like possible rate beautiful.,2024-03-18,177.0
158,434,3.0,Computer total girl home which real.,2025-09-06,95.0
223,5,1.0,Article subject gas computer never.,2024-01-29,57.0
373,179,3.0,Actually with news toward involve cause middle crime nice decide worker.,2025-02-10,165.0
94,41,5.0,Fly arm history turn question cup.,2025-03-20,152.0
63,453,5.0,While right military into southern market.,2025-04-05,169.0
325,22,2.0,Big father require against rich them pay as.,2024-06-21,126.0
37,346,4.0,Protect hair gas clear network point section.,2024-01-27,81.0
378,487,2.0,Interesting contain campaign however have list customer adult group around.,2023-12-04,151.0
77,465,1.0,Ever onto performance might buy others over pattern.,2025-02-15,140.0
135,141,4.0,Blood campaign there card memory.,2024-04-13,56.0
201,195,4.0,Case expert car win general second rule.,2024-09-21,52.0
82,299,2.0,Partner oil leader but art expert.,2024-08-08,86.0
418,397,5.0,His water run concern talk leave floor history where concern.,2025-07-03,36.0
10,125,4.0,Opportunity race staff reduce put perhaps set hard.,2024-08-24,163.0
378,465,1.0,Believe investment both community agency worry training article tax address.,2024-02-23,144.0
400,65,5.0,Meet go news small security adult into nature president tax.,2025-04-05,43.0
385,401,2.0,Too store middle why in only method front.,2025-08-18,61.0
304,295,2.0,Enough meeting production attorney.,2024-05-19,112.0
326,67,1.0,Ground anyone guy beyond thus image.,2025-04-06,104.0
333,425,1.0,Some television international management wind top matter science.,2025-11-10,75.0
190,349,2.0,Impact prove where side democratic second sign hotel receive Republican.,2024-06-04,125.0
48,162,5.0,Cold onto already president approach official chair leader single never.,2024-04-22,125.0
411,313,5.0,Six discover rest piece which discussion blood reflect meet cold.,2025-09-26,101.0
312,203,4.0,Administration performance school outside field during cover deal within.,2024-08-16,105.0
306,72,3.0,Into everyone information mission family east production free.,2024-01-29,173.0
114,455,4.0,Blue mouth friend value between product open.,2024-04-04,154.0
247,196,1.0,Enter available someone choice central five seat price loss.,2025-03-25,101.0
256,185,1.0,Thing need other pattern put back attention worker citizen section.,2025-08-28,40.0
75,370,4.0,Point door apply once continue skin artist surface thank.,2024-07-09,33.0
457,381,2.0,Nothing responsibility able effect after hit perhaps.,2024-04-18,78.0
42,309,5.0,Recent leg throughout out camera teacher happen part discussion affect.,2024-09-28,58.0
312,314,5.0,Step board too them board discover half return.,2025-09-12,87.0
341,32,2.0,Child figure today green eight help establish up specific.,2025-02-04,143.0
361,209,4.0,Peace yes century film left support right.,2023-12-06,74.0
55,357,2.0,Accept return great leader make reach successful enough onto.,2024-09-13,130.0
207,89,2.0,Board economic year task lot indeed adult.,2025-01-09,161.0
467,477,1.0,Wonder night international threat court it despite knowledge again.,2025-06-29,72.0
186,117,1.0,Sort establish total people we quite economy standard.,2024-08-31,174.0
497,447,1.0,Nearly garden discover more whether.,2024-12-15,111.0
466,86,3.0,More suggest now center spring too night trip.,2023-12-10,49.0
271,403,4.0,Fear thought current whether apply central.,2025-05-21,48.0
92,25,3.0,Party growth onto road Democrat lead.,2024-05-15,78.0
23,23,3.0,Once paper deal fire recently ago.,2024-11-23,161.0
373,171,5.0,More letter know exactly thank thousand most trade.,2024-05-23,122.0
205,255,4.0,Series gas leg society speech ready poor boy idea base.,2024-08-04,126.0
96,304,5.0,Young our suggest step door.,2023-12-08,53.0
471,183,5.0,Table take would conference around surface science.,2025-04-23,152.0
288,375,1.0,Accept likely pretty keep simply water oil power wide building also.,2024-08-13,142.0
65,258,1.0,Full physical concern court and discover real at white stuff tonight.,2024-04-27,120.0
69,44,4.0,Peace easy bar writer message before pretty rise reflect.,2024-12-09,65.0
274,157,2.0,Section area size care hold but clearly.,2024-03-28,121.0
253,443,5.0,Improve move subject speech simply until before front whom big.,2024-04-11,124.0
82,334,1.0,Else whole sing natural economy treatment beat individual.,2024-06-30,96.0
171,104,3.0,Law at collection run five cover mean writer.,2024-06-20,121.0
481,141,3.0,West quality common military per risk build raise describe.,2025-06-10,107.0
464,139,4.0,Good now fine deal the company put year money clearly.,2024-09-11,77.0
373,97,1.0,Activity second much necessary minute.,2024-08-14,65.0
408,265,1.0,Million chance this my meeting use property employee town.,2025-03-23,55.0
384,118,5.0,Need upon former politics star management just better.,2024-02-27,130.0
365,289,4.0,Begin degree cut team hundred them worker.,2023-12-07,59.0
323,56,1.0,Growth pay more process term.,2024-10-14,101.0
431,337,1.0,Fact second per attack.,2025-06-06,31.0
111,125,3.0,Compare determine affect matter opportunity book lot her.,2024-05-30,143.0
487,383,2.0,Certain lose catch every role ahead.,2024-12-12,117.0
488,98,2.0,Knowledge protect yet really others mind hit hot.,2025-06-11,133.0
308,329,2.0,Rather week yeah scene challenge ask development.,2025-08-03,90.0
288,14,2.0,Democratic contain reduce somebody need grow car case.,2025-05-26,161.0
296,451,1.0,Five few watch somebody full time necessary professional around.,2025-06-27,99.0
442,346,1.0,Although get specific century professor firm indeed once make very.,2023-11-18,90.0
352,477,5.0,Lead all five arrive attention resource.,2025-01-08,84.0
122,342,2.0,Woman dark whose avoid certain.,2024-10-03,116.0
21,414,4.0,Exactly parent view example under almost from person campaign.,2024-06-16,44.0
64,300,1.0,Collection push fine hour model direction meeting.,2024-03-18,157.0
469,379,5.0,Prepare these human friend special history station news.,2024-02-23,171.0
250,189,4.0,Agreement economy my often Republican pick growth thus turn very threat.,2025-05-13,129.0
449,119,2.0,Everybody happy reason adult here draw agent use.,2024-05-02,82.0
459,423,2.0,Sister upon nothing risk teach practice a scene.,2024-08-23,149.0
148,22,5.0,,2025-08-22,170.0
233,20,1.0,Heavy the material save amount red agency.,2024-12-28,164.0
325,464,4.0,Security professor serious require three yeah.,2025-01-24,58.0
372,145,3.0,Stay fear activity structure add development.,2025-05-31,99.0
57,226,5.0,Account PM specific computer personal positive.,2024-03-25,89.0
196,370,1.0,Consider growth method against.,2025-07-21,110.0
263,470,2.0,Group ask Republican off student enjoy.,2024-01-13,97.0
117,209,4.0,Enjoy recent her black many.,2024-10-17,96.0
238,291,4.0,There star use set occur no actually.,2025-05-02,177.0
301,300,4.0,Degree high draw kitchen land ready.,2023-11-25,120.0
93,491,1.0,Second create three fund environmental particular size nor join.,2025-04-02,121.0
166,461,1.0,Majority year program allow change test play high suffer rule.,2024-01-09,169.0
395,301,2.0,Operation head general make this admit close senior.,2024-09-06,36.0
107,215,5.0,Hand standard from hear final entire top production.,2025-03-20,89.0
463,323,1.0,Kind believe risk he management state sign decide.,2024-12-06,99.0
391,310,4.0,Watch skin why market guy.,2024-12-14,83.0
143,298,1.0,Method pressure performance figure space analysis.,2024-01-30,116.0
477,25,1.0,Key miss help agree finish task.,2024-08-08,79.0
476,108,3.0,Amount song Democrat herself learn race idea pressure father young hear.,2025-07-06,154.0
326,174,1.0,Science fast over modern summer.,2023-11-21,92.0
408,172,3.0,Answer rather ten hospital quite such development.,2025-10-16,116.0
24,60,5.0,Ok fly attention respond.,2024-09-10,82.0
195,193,4.0,Price of dinner industry finish success.,2024-06-05,103.0
217,254,1.0,Leave stock news watch beautiful vote phone more yeah ability.,2025-01-28,52.0
206,387,4.0,Ever certain church dark force.,2024-07-01,90.0
109,466,1.0,Much and draw star at food way easy institution.,2025-01-06,118.0
69,300,4.0,Bill production glass establish plant the.,2024-02-07,71.0
201,261,2.0,Property public change seek news important like whom.,2023-11-12,164.0
142,458,1.0,Look shake those defense stay newspaper impact board.,2024-05-07,126.0
224,426,4.0,Enjoy action learn once certain compare threat.,2024-11-18,138.0
282,115,3.0,Somebody activity draw than throughout strategy total pressure receive.,2025-08-04,51.0
469,51,1.0,Cause mention age minute agreement successful.,2024-03-26,177.0
69,294,1.0,Pick person modern could improve.,2025-02-02,81.0
442,135,5.0,Consumer type a various exactly account population eye you recognize.,2024-12-19,31.0
278,149,5.0,Small head seem north agency treat.,2025-03-07,167.0
364,99,4.0,Parent current note close computer rise successful glass.,2025-04-03,139.0
281,445,2.0,Arm character watch candidate work story.,2023-12-14,138.0
364,399,4.0,Around nature behind forget church political majority whom I chair.,2025-02-16,179.0
336,107,2.0,Gas account he he certain author number if window.,2024-02-29,166.0
146,24,4.0,Agreement foreign lead claim it economy possible someone.,2025-10-04,66.0
215,254,1.0,Cover response our short cell each fly majority stage certainly.,2024-10-23,119.0
296,170,5.0,Go whose lead person name.,2025-04-09,135.0
